CODE,DESCRIPTION,FAMILY,GROSS PRICE,EAN13,PACKAGING
10715305088,PIASTRA APPOGGIO SERIE C161105,792,50.11,8.01535E+12,1
10715305090,PIASTRA APPOGGIO SERIE C161105,792,50.11,8.01535E+12,1
10715305097,PIASTRA APPOGGIO SERIE C161105,792,50.11,8.01535E+12,1
10715306044,PIASTRA FISSAGGIO SERIE C161105,792,24.14,8.01535E+12,1
10715306045,PIASTRA FISSAGGIO SERIE C161105,792,24.14,8.01535E+12,1
10715306087,PIASTRA FISSAGGIO SERIE C161105,792,24.14,8.01535E+12,1
10715306088,PIASTRA FISSAGGIO SERIE C161105,792,24.14,8.01535E+12,1
10715306090,PIASTRA FISSAGGIO SERIE C161105,792,24.14,8.01535E+12,1
10715306097,PIASTRA FISSAGGIO SERIE C161105,792,24.14,8.01535E+12,1
10715310045UL ,PIASTRA FISSAGGIO CHIUDIPORTA MARINO,792,12.86,8.01535E+12,
10715310097UL ,PIASTRA FISSAGGIO CHIUDIPORTA MARINO,792,12.86,8.01535E+12,
10715315044,PIASTRA PER CHIUDIPORTA D5200 D5210,725,16.68,8.01535E+12,1
10715315045,PIASTRA PER CHIUDIPORTA D5200 D5210,725,16.68,8.01535E+12,1
10715315088,PIASTRA PER CHIUDIPORTA D5200 D5210,725,16.68,8.01535E+12,1
10715315097,PIASTRA PER CHIUDIPORTA D5200 D5210,725,16.68,8.01535E+12,1
107153220,ACCESSORIO ARRESTO ANTA ATTIVA PER 07158/07159,725,53.96,8.01535E+12,1
107155010,PIASTRA ANGOLARE PER CHIUDICANCELLO,079D,16.88,8.01535E+12,1
107155020,PIASTRA PIANA PER CHIUDICANCELLO,079D,16.88,8.01535E+12,1
107155030,PIASTRA RETROFIT REGOLABILE PER CHIUDICANCELLO,079D,38.83,8.01535E+12,1
107155040,CARDINE INFERIORE PER CHIUDICANCELLO,079D,37.29,8.01535E+12,1
107155050,BRACCIO A COMPASSO PER CHIUDICANCELLO,079D,45.9,8.01535E+12,1
107155060,BRACCIO A SCORREVOLE PER CHIUDICANCELLO,079D,28.59,8.01535E+12,1
10715510044,BRACCIO SENZA ARRESTO SERIE C1415,792,40.81,8.01535E+12,
10715510045,BRACCIO SENZA ARRESTO SERIE C1415,792,40.81,8.01535E+12,1
10715510087,BRACCIO SENZA ARRESTO SERIE C1415,792,40.81,8.01535E+12,1
10715510088,BRACCIO SENZA ARRESTO SERIE C1415,792,40.81,8.01535E+12,1
10715510090,BRACCIO SENZA ARRESTO SERIE C1415,792,40.81,8.01535E+12,1
10715510097,BRACCIO SENZA ARRESTO SERIE C1415,792,40.81,8.01535E+12,1
10715511044,BRACCIO CON ARRESTO PER SERIE C1416,792,79.8,8.01535E+12,1
10715511045,BRACCIO CON ARRESTO PER SERIE C1416,792,79.8,8.01535E+12,1
10715511087,BRACCIO CON ARRESTO PER SERIE C1416,792,79.8,8.01535E+12,1
10715511088,BRACCIO CON ARRESTO PER SERIE C1416,792,79.8,8.01535E+12,1
10715511090,BRACCIO CON ARRESTO PER SERIE C1416,792,79.8,8.01535E+12,1
10715511097,BRACCIO CON ARRESTO PER SERIE C1416,792,79.8,8.01535E+12,1
10715512044,BRACCETTO CHIUDIPORTA SERIE C1503-C1603,792,42.66,8.01535E+12,1
10715512045,BRACCETTO CHIUDIPORTA SERIE C1503-C1603,792,42.66,8.01535E+12,1
10715512090,BRACCETTO CHIUDIPORTA SERIE C1503-C1603,792,42.66,8.01535E+12,
10715512097,BRACCETTO CHIUDIPORTA SERIE C1503-C1603,792,42.66,8.01535E+12,1
10715513044,BRACCETTO CON ARRESTO PER SERIE C15103 C161103,792,83.84,8.01535E+12,1
10715513045,BRACCETTO CON ARRESTO PER SERIE C15103 C161103,792,83.84,8.01535E+12,1
10715513087,BRACCETTO CON ARRESTO PER SERIE C15103 C161103,792,83.84,8.01535E+12,1
10715513088,BRACCETTO CON ARRESTO PER SERIE C15103 C161103,792,83.84,8.01535E+12,1
10715513090,BRACCETTO CON ARRESTO PER SERIE C15103 C161103,792,83.84,8.01535E+12,1
10715513097,BRACCETTO CON ARRESTO PER SERIE C15103 C161103,792,83.84,8.01535E+12,1
10715514044,BRACCETTO NORMALE PER SERIE C16 2-6,792,42.66,8.01535E+12,1
10715514088,BRACCETTO NORMALE PER SERIE C16 2-6,792,47.54,8.01535E+12,1
10715514090,BRACCETTO NORMALE PER SERIE C16 2-6,792,42.66,8.01535E+12,
10715514097,BRACCETTO NORMALE PER SERIE C16 2-6,792,42.66,8.01535E+12,1
10715515044,BRACCETTO CON ARRESTO PER SERIE C16 2-6,792,98.32,8.01535E+12,1
10715515045,BRACCETTO CON ARRESTO PER SERIE C16 2-6,792,98.32,8.01535E+12,1
10715515090,BRACCETTO CON ARRESTO PER SERIE C16 2-6,792,98.32,8.01535E+12,1
10715515097,BRACCETTO CON ARRESTO PER SERIE C16 2-6,792,98.32,8.01535E+12,1
10715520044,BRACCIO PER CHIUDIPORTA SERIE C2010,792,102.08,8.01535E+12,1
10715520045,BRACCIO PER CHIUDIPORTA SERIE C2010,792,102.08,8.01535E+12,1
10715520088,BRACCIO PER CHIUDIPORTA SERIE C2010,792,102.08,8.01535E+12,1
10715520090,BRACCIO PER CHIUDIPORTA SERIE C2010,792,102.08,8.01535E+12,1
10715520097,BRACCIO PER CHIUDIPORTA SERIE C2010,792,102.08,8.01535E+12,1
10715521044,BRACCIO PER CHIUDIPORTA C2110,792,107.62,8.01535E+12,1
10715521045,BRACCIO PER CHIUDIPORTA C2110,792,107.62,8.01535E+12,1
10715521088,BRACCIO PER CHIUDIPORTA C2110,792,107.62,8.01535E+12,1
10715521090,BRACCIO PER CHIUDIPORTA C2110,792,107.62,8.01535E+12,1
10715521097,BRACCIO PER CHIUDIPORTA C2110,792,107.62,8.01535E+12,1
107156000,SET MOLLE DI RICAMBIO PER CHIUDICANCELLO,079D,37.83,8.01535E+12,1
107156020,GRANO ARRESTO RICAMBIO PER CHIUDICANCELLO,079D,9.55,8.01535E+12,1
107156030,MOLLE DI RICAMBIO RINFORZATE PER CHIUDICANCELLO,079D,12,8.01535E+12,1
10715700088,BOCCOLA DI PROLUNGAMENTO,6173,8.9,8.01535E+12,1
10715700097,BOCCOLA DI PROLUNGAMENTO,6173,8.9,8.01535E+12,1
10715710044,BRACCIO STANDARD PER SERIE D5200,725,63.82,8.01535E+12,1
10715710045,BRACCIO STANDARD PER SERIE D5200,725,63.82,8.01535E+12,1
10715710088,BRACCIO STANDARD PER SERIE D5200,725,63.82,8.01535E+12,1
10715710097,BRACCIO STANDARD PER SERIE D5200,725,63.82,8.01535E+12,1
10715711044,BRACCIO ARRESTO PER SERIE D5210,725,70.11,8.01535E+12,1
10715711045,BRACCIO ARRESTO PER SERIE D5210,725,70.11,8.01535E+12,1
10715711097,BRACCIO ARRESTO PER SERIE D5210,725,70.11,8.01535E+12,1
10715800044,BRACCIO COORDINATORE PER D5200 A TIRARE,725,329.85,8.01535E+12,1
10715800045,BRACCIO COORDINATORE PER D5200 A TIRARE,725,329.85,8.01535E+12,1
10715800088,BRACCIO COORDINATORE PER D5200 A TIRARE,725,329.85,8.01535E+12,1
10715800097,BRACCIO COORDINATORE PER D5200 A TIRARE,725,329.85,8.01535E+12,1
10715900044,BRACCIO COORDINATORE PER D5200 A SPINGERE,725,486.63,8.01535E+12,1
10715900045,BRACCIO COORDINATORE PER D5200 A SPINGERE,725,486.63,8.01535E+12,1
10715900088,BRACCIO COORDINATORE PER D5200 A SPINGERE,725,486.63,8.01535E+12,1
10715900097,BRACCIO COORDINATORE PER D5200 A SPINGERE,725,486.63,8.01535E+12,1
107165000,KIT PROLUNGA PER CILIND.,980,5.74,8.01535E+12,12
107165010,KIT PROLUNGA PER CILIND.,980,6.29,8.01535E+12,12
107165020,KIT PROLUNGA PER CILIND.,980,6.86,8.01535E+12,12
107165030,KIT PROLUNGA PER CILIND.,980,7.88,8.01535E+12,12
107165040,KIT PROLUNGA PER CILIND.,980,11.68,8.01535E+12,12
10716504012,KIT PROLUNGA PER CILINDRO FIN.12,980,14.29,8.01535E+12,12
107165050,KIT PROLUNGA PER CILIND.MM 50,980,5.2,8.01535E+12,12
107165210,KIT CILIND. TUBO FISSO PRESTIGE,980,18.15,8.01535E+12,1
10716550045,DISPOSITIVO FERMO A GIORNO FAST TOUCH,079A,21.6,8.01535E+12,1
10716550097,DISPOSITIVO PER FERMA GIORNO FAST TOUCH,079A,16.95,8.01535E+12,1
107165510C2,DISPOSITIVO PER FERMA FAST PUSH,079A,39.96,8.01535E+12,1
107173000,KIT CHIUSURE A/B MULTIP,983,78.91,8.01535E+12,1
107174000,SET.CONTROP.53002,983,17.91,8.01535E+12,6
10717400082,SET.CONTROP.53002 ZIN.GIAL.,983,14.15,8.01535E+12,6
107174000B7,SET.CONTROP.53002 B7,983,16.2,8.01535E+12,6
107175000,SET.CONTROP.53003,983,17.91,8.01535E+12,6
10717500082,SET.CONTROP.53003 ZIN.GIAL.,983,14.15,8.01535E+12,6
107175000B7,SET.CONTROP.53003 B7,983,16.2,8.01535E+12,6
107176000,SET.CONTROP.OTT.MULTIP.,983,34.86,8.01535E+12,6
107176100,SET.CONTROP.ALET.OTT.MULTIP.,983,38.92,8.01535E+12,6
107176610,PLACCA DI COPERTURA INT 72 FAST INF,079A,11.03,8.01535E+12,6
10717661045,PLACCA DI COPERTURA INT 72 FAST INF,079A,13.41,8.01535E+12,6
10717661097,PLACCA DI COPERTURA INT 72 FAST INF,079A,11.03,8.01535E+12,6
107176620,PLACCA DI COPERTURA INT 85 FAST INF,079A,11.03,8.01535E+12,6
10717662097,PLACCA DI COPERTURA INT 85 FAST INF,079A,11.03,8.01535E+12,6
107176630,PLACCA DI COPERTURA INT 92 FAST INF,079A,11.03,8.01535E+12,6
10717663097,PLACCA DI COPERTURA INT 92 FAST INF,079A,11.03,8.01535E+12,6
107176660,PLACCA DI COPERTURA CIECA FAST TOUCH INF,079A,11.03,8.01535E+12,6
10717666045,PLACCA DI COPERTURA CIECA FAST TOUCH INF,079A,13.41,8.01535E+12,6
10717666097,PLACCA DI COPERTURA CIECA FAST TOUCH INF,079A,11.03,8.01535E+12,6
107176660B9,PLACCA DI COPERTURA CIECA FAST TOUCH INF,079A,11.03,8.01535E+12,6
107176660C2,PLACCA DI COPERTURA CIECA FAST TOUCH INF,079A,34.74,8.01535E+12,6
107177000,SET.CONTROP.OTT.MULTIP.,983,34.86,8.01535E+12,6
107177100,SET.CONTROP.ALET.OTT.MULTIP.,983,38.92,8.01535E+12,6
107178000,SET.CONTROP.OTT.MULTIP.,983,24.53,8.01535E+12,6
107178100,SET.CONTROP.ALET.OTT.MULTIP.,983,28.64,8.01535E+12,6
107202510,INGEGNO INF. CON PERNO E MOLLA PER UNITA' ELETT.,6201,5.7,8.01535E+12,1
107202520,INGEGNO SUP. RONDELLE/MOLLE PREM. PER U.ELETTR.,6201,29.37,8.01535E+12,1
107206000,QUADRO ACC. 8X100,986,3.38,8.01535E+12,6
107206010,QUADRO SDOPPIATO,983,6.99,8.01535E+12,25
107206030,QUADRO 8X100 PER CATENACCIO,6201,4.54,8.01535E+12,1
107209000,KIT ARRESTO PER D8200,725,14.88,8.01535E+12,1
107209010,AMMORTIZZATORE DI CHIUSURA,725,10.86,8.01535E+12,1
107209020,KIT ARRESTO PER D6200,725,17.39,8.01535E+12,1
107209030,KIT ARRESTO PER SERIE D5200,725,15.11,8.01535E+12,1
10720920097,BRACCIO PER CHIUDIPORTA D8200,725,34.79,8.01535E+12,1
107209210,KIT GUARNIZIONI RESISTENTI AL FUOCO PER CP D8200,725,116.36,8.01535E+12,1
107209250,KIT FISSAGGIO BRACCIO PROFILI ALU PER D8200,725,28.36,8.01535E+12,1
107210000,KIT ARRESTO PER D7200,725,25.57,8.01535E+12,1
107210010,"KIT ARRESTO PER BRACCIO SCORREVOLE SERIE ""C""",792,28.81,8.01535E+12,1
107302080,TRASFORMATORE 24V 15VA,6179,65.88,8.01535E+12,1
107430310,CAVETTO ALIMENTAZIONE,795,13.78,8.01535E+12,1
107430320,CAVETTO ALIMENTAZIONE 6V,795,10.11,8.01535E+12,1
107456000,E-SIGNO CASSAF. PLANT SET,6414,58.31,8.01535E+12,1
107457011,SET QUADRI PER E-SIGNO CON PLACCA STRETTA (5 PZ),6361,29.4,8.01535E+12,1
107457021,SET QUADRI PER E-SIGNO CON PLACCA STRETTA (5 PZ),6361,29.4,8.01535E+12,1
107457031,SET QUADRI PER E-SIGNO CON PLACCA STRETTA (5 PZ),6361,29.4,8.01535E+12,1
107457060,E-SIGNO 1X PANIC DEVICES SPINDLE SET,6361,41.99,8.01535E+12,1
107457120,WALL READER,6369,938.62,8.01535E+12,
107457170,E-SIGNO PLASTIC COVER DEMOUNTING TOOL,6361,6.77,8.01535E+12,1
107457210,WALL READER COVER PLASTIC DARK GREY,6361,22.6,8.01535E+12,1
107457220,WALL READER COVER GLASS WHITE,6361,163.11,8.01535E+12,1
107457230,WALL READER COVER GLASS BLACK,6361,163.11,8.01535E+12,1
107457231M1,E-SIGNO INT.PLATE-W/ CYL.HOLE-SAT.SILV-STD.HANDLE,6361,53.29,8.01535E+12,
107457233M1,E-SIGNO INT.PLATE-W/O CYL.HOLE-SAT.SILV-STD.HANDLE,6361,53.29,8.01535E+12,
107457250,E-SIGNO FIRE DOOR UNDERPLATE,6361,46.19,8.01535E+12,1
107457260M1,E-SIGNO EXT.UNIT SAT.SILVER-STD.HAND (NO DPR),6360,480.06,8.01535E+12,1
107457400M1,E-SIGNO EXT.UNIT SAT.SILVER-SLIM HAND (NO DPR),6360,480.06,8.01535E+12,1
107457421M1,E-SIGNO INT.PLATE-W/ CYL.HOLE-SAT.SILV-SLIM HANDLE,6361,53.29,8.01535E+12,1
107457423M1,E-SIGNO INT.PLATE-W/O CYL.HOLE-SAT.SILV-SLIMHANDLE,6361,53.29,8.01535E+12,1
107550010,KIT DI RICIFRATURA D.13,980,758.45,8.01535E+12,1
107550120,VALIGETTA MODULARE RS3,978,2292.3,8.01535E+12,1
107550130,KIT CIFR. KA C3000 E CH.PIATTA,980,1017.74,8.01535E+12,1
107550140,VALIGETTA MODULARE AP4,978,1964.83,8.01535E+12,1
107550150,KIT ONE KEY,980,511.4,8.01535E+12,1
107551010,PERNO SALTO 1 C83/C2000,980,147.01,8.01535E+12,1000
107551020,PERNO SALTO 2 C83,980,147.01,8.01535E+12,1000
107551030,PERNO SALTO 3 C83/SALTO 4 C2000,980,147.01,8.01535E+12,1000
107551040,PERNO SALTO 4 C83,980,147.01,8.01535E+12,1000
107551050,PERNO SALTO 5 C83/SALTO 7 C2000,980,147.01,8.01535E+12,1000
107551060,PERNO SALTO 6 C83,980,147.01,8.01535E+12,1000
107551110,PERNO 0 SP/TSP,980,88.59,8.01535E+12,1000
107551120,PERNO 1 SP/TSP,980,88.59,8.01535E+12,1000
107551130,PERNO 2 SP TSP,980,88.59,8.01535E+12,1000
107551140,PERNO 3 SP/TSP,980,88.59,8.01535E+12,1000
107551150,PERNO 4 SP/TSP,980,88.59,8.01535E+12,1000
107551160,PERNO 5 SP/TSP,980,88.59,8.01535E+12,1000
107551170,PERNO 6 SP/TSP,980,88.59,8.01535E+12,1000
107551410,PERNO SALTO 2 C2000,980,147.01,8.01535E+12,1000
107551420,PERNO SALTO 3 C2000,980,147.01,8.01535E+12,1000
107551430,PERNO SALTO 5 C2000,980,147.01,8.01535E+12,1000
107551440,PERNO SALTO 6 C2000,980,147.01,8.01535E+12,1000
107551450,PERNO SALTO 8 C2000,980,147.01,8.01535E+12,1000
107551510,PERNO D.2.5/1,980,88.59,8.01535E+12,1000
107551520,PERNO D.2.5/2,980,88.59,8.01535E+12,1000
107551530,PERNO D.2.5/3,980,88.59,8.01535E+12,1000
107551540,PERNO D.2.5/4,980,88.59,8.01535E+12,1000
107551550,PERNO D.2.5/5,980,88.59,8.01535E+12,1000
107551560,PERNO D.2.5/6,980,88.59,8.01535E+12,1000
107552010,CONTROP. CILINDR.D.2.8,980,53.63,8.01535E+12,1000
107552020,CONTROP. CILINDR.D.2.8,980,53.63,8.01535E+12,1000
107552030,CONTROP. CILINDR.D.2.8,980,53.63,8.01535E+12,1000
107552040,CONTROP. CILINDR. PER NUOVO LUCCHETTO L30 CISA,980,53.63,8.01535E+12,1000
107552510,CONTROP. CILINDRICO D.2.5,980,53.63,8.01535E+12,1000
107552710,CONTROPERNO ASTRAL 1,980,87.31,8.01535E+12,1000
107552720,CONTROPERNO ASTRAL 2,980,87.31,8.01535E+12,1000
107552730,CONTROPERNO ASTRAL 3,980,87.31,8.01535E+12,1000
107552750,CONTROPERNO ASTRAL 5,980,87.31,8.01535E+12,1000
107552760,CONTROPERNO ASTRAL 6,980,87.31,8.01535E+12,1000
107552810,CONTROPERNO INF.X VARI 1,980,87.31,8.01535E+12,1000
107552820,CONTROPERNO INF.X VARI 2,980,87.31,8.01535E+12,1000
107552830,CONTROPERNO INF.X VARI 3,980,87.31,8.01535E+12,1000
107552840,CONTROPERNO INF.X VARI 4,980,87.31,8.01535E+12,1000
107552850,CONTROPERNO INF.X VARI 5,980,87.31,8.01535E+12,1000
107552860,CONTROPERNO INF.X VARI 6,980,87.31,8.01535E+12,1000
107553010,CONTROP. A 2 TESTE D.2.8,980,67.83,8.01535E+12,1000
107553020,CONTROP. A 2 TESTE D.2.8,980,67.83,8.01535E+12,1000
107553030,CONTROP. A 2 TESTE D.2.8,980,67.83,8.01535E+12,1000
107553040,CONTROP. A 2 TESTE PER NUOVO LUCCHETTO L30 CISA,980,67.83,8.01535E+12,1000
107553510,CONTROP. A 2 TESTE D.2.5,980,67.83,8.01535E+12,1000
107554010,MOLLA X 02500,980,42.88,8.01535E+12,1000
107554020,MOLLA X 02552,980,42.88,8.01535E+12,1000
107554030,MOLLA X C83-22010-50-60,980,42.88,8.01535E+12,1000
107554050,MOLLA CONTROPERNO,980,42.88,8.01535E+12,1000
107554510,MOLLA X 22010.30/40,980,42.88,8.01535E+12,1000
107554710,MOLLA INF. X SIGILLO,980,44.6,8.01535E+12,1000
107554720,MOLLA INF.,980,42.88,8.01535E+12,1000
107554730,MOLLA INF.,980,42.88,8.01535E+12,1000
107554910,MOLLA INF. ACCIAIO X SIGILLO,980,146.66,8.01535E+12,1000
107554920,MOLLA INF. ACCIAIO,980,146.66,8.01535E+12,1000
107555010,PASTIGLIA D.2.8/1,980,42.88,8.01535E+12,1000
107555020,PASTIGLIA D.2.8/2,980,42.88,8.01535E+12,1000
107555030,PASTIGLIA D.2.8/3,980,42.88,8.01535E+12,1000
107555040,PASTIGLIA D.2.8/4,980,42.88,8.01535E+12,1000
107555050,PASTIGLIA D.2.8/5,980,42.88,8.01535E+12,1000
107555110,PASTIGLIA ADDIZ. D.2.8/1,980,42.88,8.01535E+12,1000
107555120,PASTIGLIA ADDIZ. D.2.8/2,980,42.88,8.01535E+12,1000
107555130,PASTIGLIA ADDIZ. D.2.8/3,980,42.88,8.01535E+12,1000
107555140,PASTIGLIA ADDIZ. D.2.8/4,980,42.88,8.01535E+12,1000
107555210,PASTIGLIA,980,42.88,8.01535E+12,1000
107555220,PASTIGLIA IN OTT. D. 2.8,980,42.88,8.01535E+12,1000
107555230,PASTIGLIA IN OTT. D. 2.8,980,42.88,8.01535E+12,1000
107555240,PASTIGLIA IN OTT. D. 2.8,980,42.88,8.01535E+12,1000
107555250,PASTIGLIA IN OTT. D. 2.8,980,42.88,8.01535E+12,1000
107555260,PASTIGLIA IN OTT. D. 2.8,980,42.88,8.01535E+12,1000
107555310,PASTIGLIA ADDIZ. 2,980,42.88,8.01535E+12,1000
107555320,PASTIGLIA ADDIZ. 3,980,42.88,8.01535E+12,1000
107555330,PASTIGLIA IN OTT. 2,980,42.88,8.01535E+12,1000
107555340,PASTIGLIA IN OTT. 3,980,42.88,8.01535E+12,1000
107555350,PASTIGLIA IN OTT. 4,980,42.88,8.01535E+12,1000
107555360,PASTIGLIA IN OTT. 5,980,42.88,8.01535E+12,1000
107555370,PASTIGLIA IN OTT. 6,980,42.88,8.01535E+12,1000
107555380,PASTIGLIA IN OTT. 7,980,42.88,8.01535E+12,1000
107555390,PASTIGLIA ADDIZ. 4,980,42.88,8.01535E+12,1000
107555400,PASTIGLIA ADDIZ. 5,980,42.88,8.01535E+12,1000
107555510,PASTIGLIA D.2.5/1,980,42.88,8.01535E+12,1000
107555520,PASTIGLIA D.2.5/2,980,42.88,8.01535E+12,1000
107555530,PASTIGLIA D.2.5/3,980,42.88,8.01535E+12,1000
107555540,PASTIGLIA D.2.5/4,980,42.88,8.01535E+12,1000
107555550,PASTIGLIA D.2.5/5,980,42.88,8.01535E+12,1000
107555610,PASTIGLIA ADDIZ. D.2.5/1,980,42.88,8.01535E+12,1000
107556030,SPINA CILINDRETTO LUCCHETTO 30 MM,980,51.24,8.01535E+12,1000
107556040,SPINA CILINDRETTO NUOVO LUCCHETTO 40MM,980,51.24,8.01535E+12,1000
107556050,SPINA CILINDRETTO NUOVO LUCCHETTO 50MM,980,51.24,8.01535E+12,250
107556060,SPINA CILINDRETTO NUOVO LUCCHETTO 60MM,980,51.24,8.01535E+12,1
107556510,SPINA CILINDRETTO L.30,980,42.88,8.01535E+12,250
107556520,SPINA CILINDRETTO L.40,980,42.88,8.01535E+12,250
107557010,TAPPO X PERNI L.50,980,106.46,8.01535E+12,1000
107557020,TAPPO X PERNI L.60,980,106.46,8.01535E+12,1000
107557030,TAPPO X PERNI L.30,980,106.46,8.01535E+12,1000
107557110,TAPPO IN CONFEZ. DA 1000,980,106.46,8.01535E+12,1000
10755711012,TAPPO,980,110.43,8.01535E+12,1000
107557520,TAPPO X PERNI L.40,980,85.16,8.01535E+12,1000
107558010,GHIERA X CILINDRO TONDO,980,49.83,8.01535E+12,250
107558020,GHIERA X CILINDRO 08310,980,49.83,8.01535E+12,250
107558050,GHIERA IN ACCIAIO,980,97.21,8.01535E+12,250
107559010,MACCHINETTA CARICAMENTO  (13852),980,835.42,8.01535E+12,1
107559020,SCARPINA PER C83,980,227.59,8.01535E+12,1
107559030,PREMIMOLLA (08885),980,78,8.01535E+12,1
107559040,PINZE PER GHIERE,980,232.59,8.01535E+12,1
107559050,PINZETTINA,980,29.31,8.01535E+12,
107559060,SPINA RIPARAZIONE D 13,980,49.64,8.01535E+12,1
107559070,ATTREZZO CONTROLLO L.50,980,5.63,8.01535E+12,1
107559090,CHIAVI MADRE PROF. 902,980,12.93,8.01535E+12,1
107559110,ATTREZZO CONTROLLO L.40,980,5.63,8.01535E+12,1
107559120,CHIAVE MADRE PROF. 904,980,12.93,8.01535E+12,1
107559130,LETTORE CIFRATURA CHIAVE,980,14.19,8.01535E+12,1
107559190,MACCHINETTA,980,835.42,8.01535E+12,1
107559280,"SET DI 8 CHIAVI MADRE CONSALTO 0,44",980,23.73,8.01535E+12,1
107559420,PINZE GHIERE PER TEKNO,980,421.29,8.01535E+12,1
107559430,ATTREZZO ASSEMBLAGGIO MODULARE,977,946.86,8.01535E+12,1
107559480,"LETTORE CIFRATURA CHIAVE SALTO 0,44",980,96.83,8.01535E+12,1
107559620,SCARPINA X CIL. ASTRAL,980,227.59,8.01535E+12,1
107559630,PREMIMOLLA,980,78,8.01535E+12,1
107559800,ATTREZZO GUIDAMOLLE ASTRAL,980,97.94,8.01535E+12,1
107559810,MACCHINA CARICAMENTO ASTRAL,980,1207.81,8.01535E+12,1
107559840,LETTORE CIFRATURA CHIAVE ASTRAL,980,66.44,8.01535E+12,1
107559850,ATTREZZO GUIDAMOLLE X 08310,980,97.94,8.01535E+12,1
107559880,CISA B2B MATRIX,980,4240.66,8.01535E+12,1
107559890,KIT AUTHENTICARD,980,1117.5,8.01535E+12,
107559910,AERO USB READER,6375,645.97,8.01535E+12,1
107562010,SFERA X ART.SP/TSP,980,51.75,8.01535E+12,
107571110,PERNO IN ACCIAIO D. 2.8,980,283.37,8.01535E+12,1000
107571130,PERNO IN ACCIAIO D. 2.8,980,283.37,8.01535E+12,1000
107571140,PERNO IN ACCIAIO D. 2.8,980,283.37,8.01535E+12,1000
107571150,PERNO IN ACCIAIO D. 2.8,980,283.37,8.01535E+12,1000
107571170,PERNO IN ACCIAIO D. 2.8,980,283.37,8.01535E+12,1000
107571180,PERNO IN ACCIAIO D. 2.8,980,283.37,8.01535E+12,1000
107571700,PERNO ACCIAIO INFER. 0,980,347.51,8.01535E+12,1000
107571710,PERNO ACCIAIO INFER. 1,980,347.51,8.01535E+12,1000
107571720,PERNO ACCIAIO INFER. 2,980,347.51,8.01535E+12,1000
107571730,PERNO ACCIAIO INFER. 3,980,347.51,8.01535E+12,1000
107571740,PERNO ACCIAIO INFER. 4,980,347.51,8.01535E+12,1000
107571750,PERNO ACCIAIO INFER. 5,980,347.51,8.01535E+12,1000
107571760,PERNO ACCIAIO INFER. 6,980,347.51,8.01535E+12,1000
107571770,PERNO 5 ASTRAL TEKNO,980,347.51,8.01535E+12,1000
107571780,PERNO 6 ASTRAL TEKNO,980,347.51,8.01535E+12,1000
107571790,PERNO SUPER.  ACC.,980,473.89,8.01535E+12,1000
107571800,PERNO ACCIAIO INFER. 7,980,347.51,8.01535E+12,1000
107571910,PERNO LATERALE ACC.AP3,980,473.89,8.01535E+12,1000
107571930,PERNO CONTROLLO TACCA,980,473.89,8.01535E+12,1000
107571940,PERNO CONTROLLO DORSO,980,473.89,8.01535E+12,1000
107571950,GRUPPO PERNO BREVETTO AP4,980,447.08,8.01535E+12,500
107572010,CONTROPERNO MM.3,980,106.46,8.01535E+12,1000
107572020,CONTROPERNO MM.4,980,106.46,8.01535E+12,1000
107572030,CONTROPERNO MM.5,980,106.46,8.01535E+12,1000
107572630,CONTROPERNO ACCIAIO,980,483.34,8.01535E+12,1000
107572640,CONFEZ.1000 CONTROPERNO ACCIAIO,980,922.34,8.01535E+12,1000
107572710,CONTROPERNO INF. ACCIAIO,980,469.23,8.01535E+12,1000
107572720,CONTROPERNO INF. ACCIAIO,980,469.23,8.01535E+12,1000
107572730,CONTROPERNO INF. ACCIAIO,980,469.23,8.01535E+12,1000
107572740,CONTROPERNO INF. ACCIAIO,980,469.23,8.01535E+12,1000
107572750,CONTROPERNO INF. ACCIAIO,980,469.23,8.01535E+12,1000
107572760,CONTROPERNO INF. ACCIAIO,980,469.23,8.01535E+12,1000
107572770,CONTROPERNO INF. ACCIAIO,980,469.23,8.01535E+12,1000
107572780,CONTROPERNO INF. ACCIAIO,980,469.23,8.01535E+12,1000
107572840,CONTROP.SALTO 4 MEZZO/SALTO 2 SIGILLO,980,483.34,8.01535E+12,1000
107572850,CONTROP.SALTO 3 SIGILLO,980,483.34,8.01535E+12,1000
107572860,CONTROPERNO ACCIAIO,980,483.34,8.01535E+12,
107572870,CONTROP.5/6 MEZZO E TEKNO,980,483.34,8.01535E+12,1000
107572880,CONTROP.4 SIGILLO E TACCA,980,483.34,8.01535E+12,1000
107572890,CONTROP.SALTO 5 E 6 SIGILLO,980,483.34,8.01535E+12,1000
107572900,GRUPPO CONTROPERNO BKP,980,958.33,8.01535E+12,1000
107572910,GRUPPO CONTROPERNO BKP,980,958.33,8.01535E+12,1000
107572920,GRUPPO CONTROPERNO BKP,980,958.33,8.01535E+12,1000
107572960,CONTROP.SALTO 4 TEKNO,980,483.34,8.01535E+12,1000
107572970,GRUPPO CONTROPERNO SPEC. AP4,980,447.08,8.01535E+12,500
107575040,SFERA D. 8 X 28030,985,6.31,8.01535E+12,10
107575070,PERNO ARRESTO ARCO,985,3.5,8.01535E+12,5
107575080,MOLLA PERNO ARR. ARCO,985,0.7,8.01535E+12,5
107575090,MOLLA PERNO ARR. ARCO,985,0.7,8.01535E+12,3
107575160,SPINTORE X 28550.66/67,985,9.82,8.01535E+12,3
